食品名,エネルギーkcal,たんぱく質,脂質,炭水化物,食塩相当量,,,,,,,
らっかせい　未熟豆　生,306.0 ,12.0,24.2 ,12.4 ,0,,,,,,,
らっかせい　未熟豆　ゆで,298.0 ,11.9 ,23.5 ,12.3 ,0,,,,,,,
らっきょう類　らっきょう　りん茎　生,83.0 ,1.4 ,0.2 ,29.3 ,0,,,,,,,
らっきょう類　らっきょう　甘酢漬,117.0 ,0.4 ,0.3 ,29.4 ,1.9 ,,,,,,,
らっきょう類　エシャレット　りん茎　生,59.0 ,2.3 ,0.2 ,17.8 ,0,,,,,,,
リーキ　りん茎葉　生,30.0 ,1.6 ,0.1 ,6.9 ,0,,,,,,,
リーキ　りん茎葉　ゆで,28.0 ,1.3 ,0.1 ,6.8 ,0,,,,,,,
ルッコラ　葉　生,17.0 ,1.9 ,0.4 ,3.1 ,0,,,,,,,
ルバーブ　葉柄　生,23.0 ,0.7 ,0.1 ,6.0,0,,,,,,,
ルバーブ　葉柄　ゆで,14.0 ,0.5 ,0.1 ,4.6 ,0,,,,,,,
レタス類　レタス　土耕栽培　結球葉　生,11.0 ,0.6 ,0.1 ,2.8 ,0,,,,,,,
レタス類　レタス　水耕栽培　結球葉　生,13.0 ,0.8 ,0.2 ,2.9 ,0,,,,,,,
レタス類　サラダな　葉　生,10.0 ,1.0,0.2 ,2.7 ,0,,,,,,,
レタス類　リーフレタス　葉　生,16.0 ,1.4 ,0.1 ,3.3 ,0,,,,,,,
レタス類　サニーレタス　葉　生,15.0 ,1.2 ,0.2 ,3.2 ,0,,,,,,,
レタス類　サンチュ　葉　生,14.0 ,1.2 ,0.4 ,2.5 ,0,,,,,,,
レタス類　コスレタス　葉　生,16.0 ,1.2 ,0.2 ,3.4 ,0,,,,,,,
れんこん　根茎　生,66.0 ,1.9 ,0.1 ,15.5 ,0.1 ,,,,,,,
れんこん　根茎　ゆで,66.0 ,1.3 ,0.1 ,16.1 ,0,,,,,,,
れんこん　甘酢れんこん,66.0 ,0.6 ,0.2 ,16.5 ,1.4 ,,,,,,,
わけぎ　葉　生,30.0 ,1.6 ,0,7.4 ,0,,,,,,,
わけぎ　葉　ゆで,29.0 ,1.9 ,0,6.9 ,0,,,,,,,
わさび　根茎　生,89.0 ,5.6 ,0.2 ,18.4 ,0.1 ,,,,,,,
わさび　わさび漬,140.0 ,7.1 ,0.5 ,28.0,2.5 ,,,,,,,
わらび　生わらび　生,19.0 ,2.4 ,0.1 ,4.0,0,,,,,,,
わらび　生わらび　ゆで,13.0 ,1.5 ,0.1 ,3.0,0,,,,,,,
わらび　干しわらび　乾,216.0 ,20.0,0.7 ,61.4 ,0,,,,,,,
その他　ミックスベジタブル　冷凍,67.0 ,3.0,0.7 ,15.1 ,0.1 ,,,,,,,
その他　ミックスベジタブル　冷凍　ゆで,65.0 ,3.1 ,0.8 ,14.6 ,0,,,,,,,
その他　ミックスベジタブル　冷凍　油いため,108.0 ,3.3 ,4.9 ,15.7 ,0.1 ,,,,,,,
その他　野菜ミックスジュース　通常タイプ,21.0 ,0.8 ,0.1 ,4.7 ,0,,,,,,,
その他　野菜ミックスジュース　濃縮タイプ,36.0 ,1.0,0.3 ,7.8 ,0.1 ,,,,,,,
あけび　果肉　生,89.0 ,0.5 ,0.1 ,22.0,0,,,,,,,
あけび　果皮　生,32.0 ,0.3 ,0.3 ,8.6 ,0,,,,,,,
アサイー　冷凍　無糖,62.0 ,0.9 ,5.3 ,5.0,0,,,,,,,
アセロラ　酸味種　生,36.0 ,0.7 ,0.1 ,9.0,0,,,,,,,
アセロラ　甘味種　生,36.0 ,0.7 ,0.1 ,9.0,0,,,,,,,
アセロラ　果実飲料　10%果汁入り飲料,42.0 ,0.1 ,0,10.5 ,0,,,,,,,
アテモヤ　生,81.0 ,1.8 ,0.4 ,19.4 ,0,,,,,,,
アボカド　生,176.0 ,2.1 ,17.5 ,7.9 ,0,,,,,,,
あんず　生,37.0 ,1.0,0.3 ,8.5 ,0,,,,,,,
あんず　乾,296.0 ,9.2 ,0.4 ,70.4 ,0,,,,,,,
あんず　缶詰,79.0 ,0.5 ,0.4 ,18.9 ,0,,,,,,,
あんず　ジャム　高糖度,252.0 ,0.3 ,0.1 ,64.9 ,0,,,,,,,
あんず　ジャム　低糖度,202.0 ,0.4 ,0.1 ,50.5 ,0,,,,,,,
いちご　生,31.0 ,0.9 ,0.1 ,8.5 ,0,,,,,,,
いちご　ジャム　高糖度,250.0 ,0.4 ,0.1 ,63.3 ,0,,,,,,,
いちご　ジャム　低糖度,194.0 ,0.5 ,0.1 ,48.4 ,0,,,,,,,
いちご　乾,329.0 ,0.5 ,0.2 ,82.8 ,0.7 ,,,,,,,
いちじく　生,57.0 ,0.6 ,0.1 ,14.3 ,0,,,,,,,
いちじく　乾,272.0 ,3.0,1.1 ,75.3 ,0.2 ,,,,,,,
いちじく　缶詰,78.0 ,0.5 ,0.1 ,19.4 ,0,,,,,,,
うめ　生,33.0 ,0.7 ,0.5 ,7.9 ,0,,,,,,,
うめ　梅漬　塩漬,27.0 ,0.7 ,0.4 ,6.7 ,19.3 ,,,,,,,
うめ　梅漬　調味漬,45.0 ,1.5 ,0.5 ,10.5 ,6.9 ,,,,,,,
うめ　梅干し　塩漬,29.0 ,0.9 ,0.7 ,8.6 ,18.2 ,,,,,,,
うめ　梅干し　調味漬,90.0 ,1.5 ,0.6 ,21.1 ,7.6 ,,,,,,,
うめ　梅びしお,196.0 ,0.7 ,0.5 ,48.1 ,7.9 ,,,,,,,
うめ　果実飲料　20%果汁入り飲料,49.0 ,Tr,Tr,12.3 ,0.1 ,,,,,,,
オリーブ　塩漬　グリーンオリーブ,148.0 ,1.0,15.0,4.5 ,3.6 ,,,,,,,
オリーブ　塩漬　ブラックオリーブ,121.0 ,0.8 ,12.3 ,3.4 ,1.6 ,,,,,,,
オリーブ　塩漬　スタッフドオリーブ,141.0 ,0.8 ,14.3 ,4.2 ,5.1 ,,,,,,,
かき　甘がき　生,63.0 ,0.4 ,0.2 ,15.9 ,0,,,,,,,
かき　渋抜きがき　生,59.0 ,0.5 ,0.1 ,16.9 ,0,,,,,,,
かき　干しがき,274.0 ,1.5 ,1.7 ,71.3 ,0,,,,,,,
かりん　生,58.0 ,0.4 ,0.1 ,18.3 ,0,,,,,,,
かんきつ類　いよかん　砂じょう　生,50.0 ,0.9 ,0.1 ,11.8 ,0,,,,,,,
かんきつ類　うんしゅうみかん　じょうのう　早生　生,49.0 ,0.5 ,0.1 ,11.9 ,0,,,,,,,
かんきつ類　うんしゅうみかん　じょうのう　普通　生,49.0 ,0.7 ,0.1 ,12.0,0,,,,,,,
かんきつ類　うんしゅうみかん　砂じょう　早生　生,47.0 ,0.5 ,0.1 ,11.3 ,0,,,,,,,
かんきつ類　うんしゅうみかん　砂じょう　普通　生,49.0 ,0.7 ,0.1 ,11.5 ,0,,,,,,,
かんきつ類　うんしゅうみかん　果実飲料　ストレートジュース,45.0 ,0.5 ,0.1 ,10.6 ,0,,,,,,,
かんきつ類　うんしゅうみかん　果実飲料　濃縮還元ジュース,42.0 ,0.5 ,0.1 ,9.9 ,0,,,,,,,
かんきつ類　うんしゅうみかん　果実飲料　果粒入りジュース,53.0 ,0.2 ,Tr,13.0,0,,,,,,,
かんきつ類　うんしゅうみかん　果実飲料　50%果汁入り飲料,59.0 ,0.2 ,Tr,14.7 ,0,,,,,,,
かんきつ類　うんしゅうみかん　果実飲料　20%果汁入り飲料,50.0 ,0.1 ,Tr,12.4 ,0,,,,,,,
かんきつ類　うんしゅうみかん　缶詰　果肉,63.0 ,0.5 ,0.1 ,15.3 ,0,,,,,,,
かんきつ類　うんしゅうみかん　缶詰　液汁,63.0 ,0.3 ,0.1 ,15.3 ,0,,,,,,,
かんきつ類　オレンジ　ネーブル　砂じょう　生,48.0 ,0.9 ,0.1 ,11.8 ,0,,,,,,,
かんきつ類　オレンジ　バレンシア　米国産　砂じょう　生,42.0 ,1.0,0.1 ,9.8 ,0,,,,,,,
かんきつ類　オレンジ　バレンシア　果実飲料　ストレートジュース,45.0 ,0.8 ,Tr,11.0,0,,,,,,,
かんきつ類　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,46.0 ,0.7 ,0.1 ,10.7 ,0,,,,,,,
かんきつ類　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,46.0 ,0.4 ,0.2 ,10.8 ,0,,,,,,,
かんきつ類　オレンジ　バレンシア　果実飲料　30%果汁入り飲料,41.0 ,0.2 ,Tr,10.0,0,,,,,,,
かんきつ類　オレンジ　バレンシア　マーマレード　高糖度,233.0 ,0.2 ,0.1 ,63.2 ,0,,,,,,,
かんきつ類　オレンジ　バレンシア　マーマレード　低糖度,190.0 ,0.3 ,0.1 ,47.7 ,0,,,,,,,
かんきつ類　オレンジ　福原オレンジ　砂じょう　生,43.0 ,1.0,0.1 ,9.8 ,0,,,,,,,
かんきつ類　オロブランコ　砂じょう　生,43.0 ,0.8 ,0.1 ,10.1 ,0,,,,,,,
かんきつ類　かぼす　果汁　生,36.0 ,0.4 ,0.1 ,8.5 ,0,,,,,,,
かんきつ類　かわちばんかん　砂じょう　生,38.0 ,0.7 ,0.2 ,8.8 ,0,,,,,,,
かんきつ類　きよみ　砂じょう　生,45.0 ,0.8 ,0.2 ,10.3 ,0,,,,,,,
かんきつ類　きんかん　全果　生,67.0 ,0.5 ,0.7 ,17.5 ,0,,,,,,,
かんきつ類　グレープフルーツ　白肉種　砂じょう　生,40.0 ,0.9 ,0.1 ,9.6 ,0,,,,,,,
かんきつ類　グレープフルーツ　紅肉種　砂じょう　生,40.0 ,0.9 ,0.1 ,9.6 ,0,,,,,,,
かんきつ類　グレープフルーツ　果実飲料　ストレートジュース,44.0 ,0.6 ,0.1 ,10.3 ,0,,,,,,,
かんきつ類　グレープフルーツ　果実飲料　濃縮還元ジュース,38.0 ,0.7 ,0.1 ,8.8 ,0,,,,,,,
かんきつ類　グレープフルーツ　果実飲料　50%果汁入り飲料,45.0 ,0.3 ,Tr,11.1 ,0,,,,,,,
かんきつ類　グレープフルーツ　果実飲料　20%果汁入り飲料,39.0 ,0.1 ,Tr,9.7 ,0,,,,,,,
かんきつ類　グレープフルーツ　缶詰,60.0 ,0.5 ,Tr,17.1 ,0,,,,,,,
かんきつ類　さんぼうかん　砂じょう　生,47.0 ,0.7 ,0.3 ,10.9 ,0,,,,,,,
かんきつ類　シークヮーサー　果汁　生,35.0 ,0.8 ,0.1 ,7.9 ,0,,,,,,,
かんきつ類　シークヮーサー　果実飲料　10%果汁入り飲料,48.0 ,0.1 ,Tr,11.8 ,0,,,,,,,
かんきつ類　しらぬひ　砂じょう　生,56.0 ,0.8 ,0.2 ,12.9 ,0,,,,,,,
かんきつ類　すだち　果皮　生,55.0 ,1.8 ,0.3 ,16.4 ,0,,,,,,,
かんきつ類　すだち　果汁　生,29.0 ,0.5 ,0.1 ,6.6 ,0,,,,,,,
かんきつ類　せとか　砂じょう　生,50.0 ,0.8 ,0.2 ,11.7 ,0,,,,,,,
かんきつ類　セミノール　砂じょう　生,53.0 ,1.1 ,0.1 ,12.4 ,0,,,,,,,
かんきつ類　だいだい　果汁　生,35.0 ,0.3 ,0.2 ,8.0,0,,,,,,,
かんきつ類　なつみかん　砂じょう　生,42.0 ,0.9 ,0.1 ,10.0,0,,,,,,,
かんきつ類　なつみかん　缶詰,80.0 ,0.5 ,0.1 ,19.4 ,0,,,,,,,
かんきつ類　はっさく　砂じょう　生,47.0 ,0.8 ,0.1 ,11.5 ,0,,,,,,,
かんきつ類　はるみ　砂じょう　生,52.0 ,0.9 ,0.2 ,12.1 ,0,,,,,,,
かんきつ類　ひゅうがなつ　じょうのう及びアルベド　生,46.0 ,0.6 ,0.1 ,11.7 ,0,,,,,,,
かんきつ類　ひゅうがなつ　砂じょう　生,35.0 ,0.6 ,0.1 ,8.3 ,0,,,,,,,
かんきつ類　ぶんたん　砂じょう　生,41.0 ,0.7 ,0.1 ,9.8 ,0,,,,,,,
かんきつ類　ぶんたん　ざぼん漬,338.0 ,0.2 ,0.1 ,85.5 ,0,,,,,,,
かんきつ類　ぽんかん　砂じょう　生,42.0 ,0.9 ,0.1 ,9.9 ,0,,,,,,,
かんきつ類　ゆず　果皮　生,50.0 ,1.2 ,0.5 ,14.2 ,0,,,,,,,
かんきつ類　ゆず　果汁　生,30.0 ,0.5 ,0.1 ,7.0,0,,,,,,,
かんきつ類　ライム　果汁　生,39.0 ,0.4 ,0.1 ,9.3 ,0,,,,,,,
かんきつ類　レモン　全果　生,43.0 ,0.9 ,0.7 ,12.5 ,0,,,,,,,
かんきつ類　レモン　果汁　生,24.0 ,0.4 ,0.2 ,8.6 ,0,,,,,,,
キウイフルーツ　緑肉種　生,51.0 ,1.0,0.2 ,13.4 ,0,,,,,,,
キウイフルーツ　黄肉種　生,63.0 ,1.1 ,0.2 ,14.9 ,0,,,,,,,
きはだ　実　乾,378.0 ,7.3 ,9.8 ,65.1 ,0,,,,,,,
キワノ　生,41.0 ,1.5 ,0.9 ,8.0,0,,,,,,,
グァバ　赤肉種　生,33.0 ,0.6 ,0.1 ,9.9 ,0,,,,,,,
グァバ　白肉種　生,33.0 ,0.6 ,0.1 ,9.9 ,0,,,,,,,
グァバ　果実飲料　20%果汁入り飲料　ネクター,49.0 ,0.1 ,0.1 ,12.3 ,0,,,,,,,
グァバ　果実飲料　10%果汁入り飲料,50.0 ,0.1 ,0.1 ,12.3 ,0,,,,,,,
くこ　実　乾,387.0 ,12.3 ,4.1 ,75.3 ,1.3 ,,,,,,,
ぐみ　生,72.0 ,1.3 ,0.2 ,17.2 ,0,,,,,,,
ココナッツ　ココナッツウォーター,22.0 ,0.2 ,0.1 ,5.0,0,,,,,,,
ココナッツ　ココナッツミルク,157.0 ,1.9 ,16.0,2.8 ,0,,,,,,,
ココナッツ　ナタデココ,80.0 ,0,Tr,20.2 ,0,,,,,,,
さくらんぼ　国産　生,64.0 ,1.0,0.2 ,15.2 ,0,,,,,,,
さくらんぼ　米国産　生,64.0 ,1.2 ,0.1 ,17.1 ,0,,,,,,,
さくらんぼ　米国産　缶詰,70.0 ,0.6 ,0.1 ,17.6 ,0,,,,,,,
ざくろ　生,63.0 ,0.2 ,Tr,15.5 ,0,,,,,,,
すいか　赤肉種　生,41.0 ,0.6 ,0.1 ,9.5 ,0,,,,,,,
すいか　黄肉種　生,41.0 ,0.6 ,0.1 ,9.5 ,0,,,,,,,
すぐり類　カシス　冷凍,62.0 ,1.6 ,1.6 ,13.4 ,0,,,,,,,
すぐり類　グーズベリー　生,51.0 ,1.0,0.1 ,13.2 ,0,,,,,,,
スターフルーツ　生,30.0 ,0.7 ,0.1 ,7.5 ,0,,,,,,,
すもも類　にほんすもも　生,46.0 ,0.6 ,1.0,9.4 ,0,,,,,,,
すもも類　プルーン　生,49.0 ,0.7 ,0.1 ,12.6 ,0,,,,,,,
すもも類　プルーン　乾,211.0 ,2.4 ,0.2 ,62.3 ,0,,,,,,,
チェリモヤ　生,82.0 ,1.3 ,0.3 ,19.8 ,0,,,,,,,
ドラゴンフルーツ　生,52.0 ,1.4 ,0.3 ,11.8 ,0,,,,,,,
ドリアン　生,140.0 ,2.3 ,3.3 ,27.1 ,0,,,,,,,
なし類　日本なし　生,38.0 ,0.3 ,0.1 ,11.3 ,0,,,,,,,
なし類　日本なし　缶詰,76.0 ,0.1 ,0.1 ,19.1 ,0,,,,,,,
なし類　中国なし　生,49.0 ,0.2 ,0.1 ,12.7 ,0,,,,,,,
なし類　西洋なし　生,48.0 ,0.3 ,0.1 ,14.4 ,0,,,,,,,
なし類　西洋なし　缶詰,79.0 ,0.2 ,0.1 ,20.7 ,0,,,,,,,
なつめ　乾,294.0 ,3.9 ,2.0,71.4 ,0,,,,,,,
なつめやし　乾,281.0 ,2.2 ,0.2 ,71.3 ,0,,,,,,,
パインアップル　生,54.0 ,0.6 ,0.1 ,13.7 ,0,,,,,,,
パインアップル　焼き,74.0 ,0.9 ,0.2 ,20.1 ,0,,,,,,,
パインアップル　果実飲料　ストレートジュース,46.0 ,0.3 ,0.1 ,11.0,0,,,,,,,
パインアップル　果実飲料　濃縮還元ジュース,45.0 ,0.1 ,0.1 ,11.1 ,0,,,,,,,
パインアップル　果実飲料　50%果汁入り飲料,50.0 ,0.3 ,0.1 ,12.1 ,0,,,,,,,
パインアップル　果実飲料　10%果汁入り飲料,50.0 ,Tr,Tr,12.4 ,0,,,,,,,
パインアップル　缶詰,76.0 ,0.4 ,0.1 ,20.3 ,0,,,,,,,
パインアップル　砂糖漬,349.0 ,0.5 ,0.2 ,86.8 ,0.1 ,,,,,,,
ハスカップ　生,55.0 ,0.7 ,0.6 ,12.8 ,0,,,,,,,
パッションフルーツ　果汁　生,67.0 ,0.8 ,0.4 ,16.2 ,0,,,,,,,
バナナ　生,93.0 ,1.1 ,0.2 ,22.5 ,0,,,,,,,
バナナ　乾,314.0 ,3.8 ,0.4 ,78.5 ,0,,,,,,,
パパイア　完熟　生,33.0 ,0.5 ,0.2 ,9.5 ,0,,,,,,,
パパイア　未熟　生,35.0 ,1.3 ,0.1 ,9.4 ,0,,,,,,,
びわ　生,41.0 ,0.3 ,0.1 ,10.6 ,0,,,,,,,
びわ　缶詰,80.0 ,0.3 ,0.1 ,19.8 ,0,,,,,,,
ぶどう　皮なし　生,58.0 ,0.4 ,0.1 ,15.7 ,0,,,,,,,
ぶどう　皮つき　生,69.0 ,0.6 ,0.2 ,16.9 ,0,,,,,,,
ぶどう　干しぶどう,324.0 ,2.7 ,0.2 ,80.3 ,0,,,,,,,
ぶどう　果実飲料　ストレートジュース,54.0 ,0.3 ,0.2 ,14.3 ,0,,,,,,,
ぶどう　果実飲料　濃縮還元ジュース,46.0 ,0.3 ,0.3 ,12.0,0,,,,,,,
ぶどう　果実飲料　70%果汁入り飲料,52.0 ,0.2 ,Tr,12.9 ,0,,,,,,,
ぶどう　果実飲料　10%果汁入り飲料,52.0 ,Tr,Tr,13.1 ,0,,,,,,,
ぶどう　缶詰,83.0 ,0.4 ,0.1 ,20.4 ,0,,,,,,,
ぶどう　ジャム,189.0 ,0.5 ,0.1 ,47.5 ,0,,,,,,,
ブルーベリー　生,48.0 ,0.5 ,0.1 ,12.9 ,0,,,,,,,
ブルーベリー　ジャム,174.0 ,0.7 ,0.3 ,43.8 ,0,,,,,,,
ブルーベリー　乾,280.0 ,2.7 ,1.9 ,72.5 ,0,,,,,,,
ホワイトサポテ　生,73.0 ,1.5 ,0.1 ,18.9 ,0,,,,,,,
まくわうり　黄肉種　生,34.0 ,0.8 ,0.1 ,7.8 ,0,,,,,,,
まくわうり　白肉種　生,34.0 ,0.8 ,0.1 ,7.8 ,0,,,,,,,
マルメロ　生,48.0 ,0.3 ,0.1 ,15.1 ,0,,,,,,,
マンゴー　生,68.0 ,0.6 ,0.1 ,16.9 ,0,,,,,,,
マンゴー　ドライマンゴー,339.0 ,3.1 ,0.7 ,84.9 ,0,,,,,,,
マンゴスチン　生,71.0 ,0.6 ,0.2 ,17.5 ,0,,,,,,,
メロン　温室メロン　生,40.0 ,1.1 ,0.1 ,10.3 ,0,,,,,,,
メロン　露地メロン　緑肉種　生,45.0 ,1.0,0.1 ,10.4 ,0,,,,,,,
メロン　露地メロン　赤肉種　生,45.0 ,1.0,0.1 ,10.4 ,0,,,,,,,
もも類　もも　白肉種　生,38.0 ,0.6 ,0.1 ,10.2 ,0,,,,,,,
もも類　もも　黄肉種　生,48.0 ,0.5 ,0.2 ,13.4 ,0,,,,,,,
もも類　もも　果実飲料　30%果汁入り飲料　ネクター,46.0 ,0.2 ,0.1 ,11.6 ,0,,,,,,,
もも類　もも　缶詰　白肉種　果肉,82.0 ,0.5 ,0.1 ,20.6 ,0,,,,,,,
もも類　もも　缶詰　黄肉種　果肉,83.0 ,0.5 ,0.1 ,20.6 ,0,,,,,,,
もも類　もも　缶詰　液汁,81.0 ,0.3 ,0.1 ,19.8 ,0,,,,,,,
もも類　ネクタリン　生,39.0 ,0.7 ,0.3 ,10.7 ,0,,,,,,,
やまもも　生,47.0 ,0.5 ,0.2 ,11.3 ,0,,,,,,,
ライチー　生,61.0 ,1.0,0.1 ,16.4 ,0,,,,,,,
ラズベリー　生,36.0 ,1.1 ,0.1 ,10.2 ,0,,,,,,,
りゅうがん　乾,310.0 ,5.1 ,0.4 ,72.9 ,0,,,,,,,
りんご　皮なし　生,53.0 ,0.1 ,0.2 ,15.5 ,0,,,,,,,
りんご　皮つき　生,56.0 ,0.2 ,0.3 ,16.2 ,0,,,,,,,
りんご　皮つき　焼き,86.0 ,0.2 ,0.4 ,21.9 ,0,,,,,,,
りんご　果実飲料　ストレートジュース,43.0 ,0.2 ,0.1 ,11.8 ,0,,,,,,,
りんご　果実飲料　濃縮還元ジュース,47.0 ,0.1 ,0.2 ,11.4 ,0,,,,,,,
りんご　果実飲料　50%果汁入り飲料,46.0 ,0.1 ,Tr,11.5 ,0,,,,,,,
りんご　果実飲料　30%果汁入り飲料,46.0 ,Tr,Tr,11.4 ,0,,,,,,,
りんご　缶詰,81.0 ,0.3 ,0.1 ,20.1 ,0,,,,,,,
りんご　ジャム,203.0 ,0.2 ,0.1 ,52.7 ,0,,,,,,,
えのきたけ　生,34.0 ,2.7 ,0.2 ,7.6 ,0,,,,,,,
えのきたけ　ゆで,34.0 ,2.8 ,0.1 ,7.8 ,0,,,,,,,
えのきたけ　油いため,71.0 ,3.0,3.9 ,8.8 ,0,,,,,,,
えのきたけ　味付け瓶詰,76.0 ,3.6 ,0.3 ,16.9 ,4.3 ,,,,,,,
きくらげ類　あらげきくらげ　生,14.0 ,0.7 ,0.1 ,5.4 ,0,,,,,,,
きくらげ類　あらげきくらげ　乾,184.0 ,6.9 ,0.7 ,77.0,0.1 ,,,,,,,
きくらげ類　あらげきくらげ　ゆで,38.0 ,1.2 ,0.1 ,16.1 ,0,,,,,,,
きくらげ類　あらげきくらげ　油いため,110.0 ,2.3 ,5.2 ,27.8 ,0,,,,,,,
きくらげ類　きくらげ　乾,216.0 ,7.9 ,2.1 ,71.1 ,0.1 ,,,,,,,
きくらげ類　きくらげ　ゆで,14.0 ,0.6 ,0.2 ,5.2 ,0,,,,,,,
きくらげ類　しろきくらげ　乾,170.0 ,4.9 ,0.7 ,74.5 ,0.1 ,,,,,,,
きくらげ類　しろきくらげ　ゆで,15.0 ,0.4 ,Tr,6.7 ,0,,,,,,,
くろあわびたけ　生,28.0 ,3.7 ,0.4 ,4.9 ,0,,,,,,,
しいたけ　生しいたけ　菌床栽培　生,25.0 ,3.1 ,0.3 ,6.4 ,0,,,,,,,
しいたけ　生しいたけ　菌床栽培　ゆで,22.0 ,2.5 ,0.4 ,5.1 ,0,,,,,,,
しいたけ　生しいたけ　菌床栽培　油いため,65.0 ,3.3 ,4.1 ,7.3 ,0,,,,,,,
しいたけ　生しいたけ　菌床栽培　天ぷら,201.0 ,3.4 ,14.0,17.8 ,0.1 ,,,,,,,
しいたけ　生しいたけ　原木栽培　生,34.0 ,3.1 ,0.4 ,7.6 ,0,,,,,,,
しいたけ　生しいたけ　原木栽培　ゆで,27.0 ,2.4 ,0.4 ,5.9 ,0,,,,,,,
しいたけ　生しいたけ　原木栽培　油いため,84.0 ,3.8 ,5.4 ,8.8 ,0,,,,,,,
しいたけ　乾しいたけ　乾,258.0 ,21.2 ,2.8 ,62.5 ,0,,,,,,,
しいたけ　乾しいたけ　ゆで,40.0 ,3.1 ,0.3 ,9.9 ,0,,,,,,,
しいたけ　乾しいたけ　甘煮,116.0 ,3.3 ,0.4 ,28.9 ,2.6 ,,,,,,,
しめじ類　はたけしめじ　生,25.0 ,2.6 ,0.3 ,4.5 ,0,,,,,,,
しめじ類　はたけしめじ　ゆで,25.0 ,2.6 ,0.3 ,5.1 ,0,,,,,,,
しめじ類　ぶなしめじ　生,26.0 ,2.7 ,0.5 ,4.8 ,0,,,,,,,
しめじ類　ぶなしめじ　ゆで,22.0 ,2.7 ,0.2 ,5.2 ,0,,,,,,,
しめじ類　ぶなしめじ　油いため,65.0 ,3.0,5.5 ,4.8 ,0,,,,,,,
しめじ類　ぶなしめじ　素揚げ,168.0 ,3.9 ,14.3 ,10.1 ,0,,,,,,,
しめじ類　ぶなしめじ　天ぷら,248.0 ,3.4 ,17.1 ,23.2 ,0.1 ,,,,,,,
しめじ類　ほんしめじ　生,21.0 ,2.5 ,0.4 ,2.8 ,0,,,,,,,
しめじ類　ほんしめじ　ゆで,26.0 ,2.8 ,0.6 ,4.1 ,0,,,,,,,
たもぎたけ　生,23.0 ,3.6 ,0.3 ,3.7 ,0,,,,,,,
なめこ　株採り　生,21.0 ,1.8 ,0.2 ,5.4 ,0,,,,,,,
なめこ　株採り　ゆで,22.0 ,1.6 ,0.1 ,5.1 ,0,,,,,,,
なめこ　カットなめこ　生,14.0 ,1.1 ,0.1 ,3.6 ,0,,,,,,,
なめこ　水煮缶詰,13.0 ,1.0,0.1 ,3.2 ,0,,,,,,,
ぬめりすぎたけ　生,23.0 ,2.3 ,0.4 ,4.1 ,0,,,,,,,
ひらたけ類　うすひらたけ　生,37.0 ,6.1 ,0.2 ,4.8 ,0,,,,,,,
ひらたけ類　エリンギ　生,31.0 ,2.8 ,0.4 ,6.0,0,,,,,,,
ひらたけ類　エリンギ　ゆで,32.0 ,3.2 ,0.5 ,6.5 ,0,,,,,,,
ひらたけ類　エリンギ　焼き,41.0 ,4.2 ,0.5 ,9.1 ,0,,,,,,,
ひらたけ類　エリンギ　油いため,69.0 ,3.2 ,3.7 ,8.1 ,0,,,,,,,
ひらたけ類　ひらたけ　生,34.0 ,3.3 ,0.3 ,6.2 ,0,,,,,,,
ひらたけ類　ひらたけ　ゆで,33.0 ,3.4 ,0.2 ,6.6 ,0,,,,,,,
まいたけ　生,22.0 ,2.0,0.5 ,4.4 ,0,,,,,,,
まいたけ　ゆで,27.0 ,1.6 ,0.5 ,6.4 ,0,,,,,,,
まいたけ　油いため,67.0 ,2.6 ,4.4 ,6.8 ,0,,,,,,,
まいたけ　乾,273.0 ,21.9 ,3.9 ,59.9 ,0,,,,,,,
マッシュルーム　生,15.0 ,2.9 ,0.3 ,2.1 ,0,,,,,,,
マッシュルーム　ゆで,20.0 ,3.8 ,0.2 ,3.7 ,0,,,,,,,
マッシュルーム　油いため,57.0 ,3.6 ,4.5 ,4.5 ,0,,,,,,,
マッシュルーム　水煮缶詰,18.0 ,3.4 ,0.2 ,3.3 ,0.9 ,,,,,,,
まつたけ　生,32.0 ,2.0,0.6 ,8.2 ,0,,,,,,,
やなぎまつたけ　生,20.0 ,2.4 ,0.1 ,4.0,0,,,,,,,
あおさ　素干し,201.0 ,22.1 ,0.6 ,41.7 ,9.9 ,,,,,,,
あおのり　素干し,249.0 ,29.4 ,5.2 ,41.0,8.1 ,,,,,,,
あまのり　ほしのり,276.0 ,39.4 ,3.7 ,38.7 ,1.5 ,,,,,,,
あまのり　焼きのり,297.0 ,41.4 ,3.7 ,44.3 ,1.3 ,,,,,,,
あまのり　味付けのり,301.0 ,40.0,3.5 ,41.8 ,4.3 ,,,,,,,
あらめ　蒸し干し,183.0 ,12.4 ,0.7 ,56.2 ,5.8 ,,,,,,,
いわのり　素干し,228.0 ,34.8 ,0.7 ,39.1 ,5.3 ,,,,,,,
うみぶどう　生,6.0 ,0.5 ,0.1 ,1.2 ,0.8 ,,,,,,,
えごのり　素干し,179.0 ,9.0,0.1 ,62.2 ,6.1 ,,,,,,,
えごのり　おきうと,7.0 ,0.3 ,0.1 ,2.5 ,0.1 ,,,,,,,
おごのり　塩蔵　塩抜き,26.0 ,1.3 ,0.1 ,8.8 ,0.3 ,,,,,,,
